Location,Name,Holes,TeeName,Par,ScratchRating,Slope
Western Australia,Lake Karrinyup Country Club ,10-18,White Men,36,35.5,130
Western Australia,Lake Karrinyup Country Club ,1-9,Red Women,37,37,127
Western Australia,Lake Karrinyup Country Club ,10-18,Red Women,37,37,125
Western Australia,Lake Karrinyup Country Club ,Championship 1-9,Red Women,37,37.5,129
Western Australia,Lake Karrinyup Country Club ,Championship 10-18,Red Women,37,37.5,128
Western Australia,Lake Karrinyup Country Club ,North 1-9,White Women,31,30.5,103
Western Australia,Lake Karrinyup Country Club ,North 10-18,Yellow Women,31,30.5,100
Western Australia,Lake Karrinyup Country Club ,18,Blue Men North 10-18,31,30.5,102
Western Australia,Lake Karrinyup Country Club ,18,Red Women North 10-1,31,31,103
Western Australia,Lake King Golf Club ,18,Red Women,72,69,105
Western Australia,Lake King Golf Club ,18,Blue Men,72,68,106
Western Australia,Lake King Golf Club ,1-9,Blue Men,36,34,107
Western Australia,Lake King Golf Club ,10-18,Blue Men,36,34.5,105
Western Australia,Lake King Golf Club ,1-9,Red Women,36,34,102
Western Australia,Lake King Golf Club ,10-18,Red Women,36,35,107
Western Australia,Lake Kununurra Golf Club ,18,Red Women,72,70,114
Western Australia,Lake Kununurra Golf Club ,18,Blue Men,72,70,114
Western Australia,Lake Kununurra Golf Club ,1-9,Blue Men,36,35,112
Western Australia,Lake Kununurra Golf Club ,10-18,Blue Men,36,35,116
Western Australia,Lake Kununurra Golf Club ,1-9,Red Women,36,35.5,114
Western Australia,Lake Kununurra Golf Club ,10-18,Red Women,36,34.5,114
Western Australia,Lake View Golf Club Inc ,18,Red Women,72,70,109
Western Australia,Lake View Golf Club Inc ,18,Blue Men,72,68,109
Western Australia,Lake View Golf Club Inc ,1-9,Blue Men,36,34,107
Western Australia,Lake View Golf Club Inc ,10-18,Blue Men,36,34.5,110
Western Australia,Lake View Golf Club Inc ,1-9,Red Women,36,35,108
Western Australia,Lake View Golf Club Inc ,10-18,Red Women,36,35,109
Western Australia,Lake Yealering Golf Club ,18,Red Women,71,70,109
Western Australia,Lake Yealering Golf Club ,18,Blue Men,71,67,109
Western Australia,Lake Yealering Golf Club ,1-9,Blue Men,36,34,110
Western Australia,Lake Yealering Golf Club ,10-18,Blue Men,35,33.5,108
Western Australia,Lake Yealering Golf Club ,1-9,Red Women,36,35,110
Western Australia,Lake Yealering Golf Club ,10-18,Red Women,35,35,107
Western Australia,Lakelands Country Club ,18,Black Men,72,73,127
Western Australia,Lakelands Country Club ,18,Blue Men,72,72,126
Western Australia,Lakelands Country Club ,18,White Men,72,70,125
Western Australia,Lakelands Country Club ,18,Red Women,74,75,130
Western Australia,Lakelands Country Club ,10-18,Black Men,36,37,127
Western Australia,Lakelands Country Club ,1-9,White Men,36,34.5,126
Western Australia,Lakelands Country Club ,10-18,White Men,36,35.5,124
Western Australia,Lakelands Country Club ,1-9,Red Women,37,37,130
Western Australia,Lakelands Country Club ,10-18,Red Women,37,38,130
Western Australia,Lakelands Country Club ,1-9,Blue Men,36,35.5,126
Western Australia,Lakelands Country Club ,10-18,Blue Men,36,36,125
Western Australia,Lakelands Country Club ,1-9,Black Men,36,36,127
Western Australia,Lancelin Golf Club ,18,Red Women,72,70,117
Western Australia,Lancelin Golf Club ,18,Black Men,72,70,111
Western Australia,Lancelin Golf Club ,10-18,Red Women,36,35.5,120
Western Australia,Lancelin Golf Club ,1-9,Black Men,36,35,117
Western Australia,Lancelin Golf Club ,10-18,Black Men,36,35,105
Western Australia,Lancelin Golf Club ,1-9,Red Women,36,35,113
Western Australia,Latham Golf Club ,18,Red Women,72,72,116
Western Australia,Latham Golf Club ,18,Blue Men,72,71,118
Western Australia,Latham Golf Club ,10-18,Red Women,36,35.5,115
Western Australia,Latham Golf Club ,1-9,Blue Men,36,36,118
Western Australia,Latham Golf Club ,10-18,Blue Men,36,35,117
Western Australia,Latham Golf Club ,1-9,Red Women,36,36,117
Western Australia,Ledge Point Country Club ,18,Red Women,72,73,119
Western Australia,Ledge Point Country Club ,18,Blue Men,72,67,111
Western Australia,Ledge Point Country Club ,1-9,Blue Men,36,33.5,112
Western Australia,Ledge Point Country Club ,10-18,Blue Men,36,33.5,110
Western Australia,Ledge Point Country Club ,1-9,Red Women,36,36.5,120
Western Australia,Ledge Point Country Club ,10-18,Red Women,36,36.5,117
Western Australia,Leinster Golf Club ,18,Red Women,73,70,107
Western Australia,Leinster Golf Club ,18,Blue Men,73,68,108
Western Australia,Leinster Golf Club ,1-9,Blue Men,36,33.5,107
Western Australia,Leinster Golf Club ,10-18,Blue Men,37,34.5,108
Western Australia,Leinster Golf Club ,1-9,Red Women,36,35,106
Western Australia,Leinster Golf Club ,10-18,Red Women,37,35,108
Western Australia,Leonora Golf Club ,18,Red Women,72,68,106
Western Australia,Leonora Golf Club ,18,Blue Men,72,68,108
Western Australia,Leonora Golf Club ,1-9,Blue Men,36,34,107
Western Australia,Leonora Golf Club ,10-18,Blue Men,36,33.5,109
Western Australia,Leonora Golf Club ,1-9,Red Women,36,34,109
Western Australia,Leonora Golf Club ,10-18,Red Women,36,34,103
Western Australia,Mandurah Country Club ,18,Red Women,71,72,123
Western Australia,Mandurah Country Club ,18,Black Men,71,71,126
Western Australia,Mandurah Country Club ,18,Blue Men,71,70,123
Western Australia,Mandurah Country Club ,18,White Men,71,69,121
Western Australia,Mandurah Country Club ,1-9,Black Men,35,35,124
Western Australia,Mandurah Country Club ,10-18,Black Men,36,36,127
Western Australia,Mandurah Country Club ,1-9,Blue Men,35,34.5,119
Western Australia,Mandurah Country Club ,10-18,Blue Men,36,35.5,127
Western Australia,Mandurah Country Club ,1-9,White Men,35,33.5,119
Western Australia,Mandurah Country Club ,10-18,White Men,36,35,123
Western Australia,Mandurah Country Club ,1-9,Red Women,35,35,117
Western Australia,Mandurah Country Club ,10-18,Red Women,36,36.5,126
Western Australia,Manjimup Country Club ,18,Red Women,74,73,119
Western Australia,Manjimup Country Club ,18,Blue Men,72,71,120
Western Australia,Manjimup Country Club ,1-9,Blue Men,36,36,119
Western Australia,Manjimup Country Club ,10-18,Blue Men,36,35.5,121
Western Australia,Manjimup Country Club ,1-9,Red Women,37,36.5,120
Western Australia,Manjimup Country Club ,10-18,Red Women,37,36,118
Western Australia,Marangaroo Golf Course ,18,Red Women,72,71,112
Western Australia,Marangaroo Golf Course ,18,Blue Men,72,69,106
Western Australia,Marangaroo Golf Course ,1-9,Blue Men,36,34.5,108
Western Australia,Marangaroo Golf Course ,10-18,Blue Men,36,34,104
Western Australia,Marangaroo Golf Course ,1-9,Red Women,36,35.5,115
Western Australia,Marangaroo Golf Course ,10-18,Red Women,36,34.5,109
Western Australia,Margaret River Golf Club ,18,Blue Men Back 9 x 2,72,73,127
Western Australia,Margaret River Golf Club ,18,Red Women Back 9 x 2,72,74,128
Western Australia,Margaret River Golf Club ,18,Red Women,72,74,126
Western Australia,Margaret River Golf Club ,18,Blue Men,72,73,124
Western Australia,Margaret River Golf Club ,18,White Men,72,70,118
Western Australia,Margaret River Golf Club ,10-18,White Men,36,34.5,125
Western Australia,Margaret River Golf Club ,1-9,Red Women,36,37,124
Western Australia,Margaret River Golf Club ,10-18,Red Women,36,37,128
Western Australia,Margaret River Golf Club ,1-9,Blue Men,36,36,121
Western Australia,Margaret River Golf Club ,10-18,Blue Men,36,36.5,127
Western Australia,Margaret River Golf Club ,1-9,White Men,36,35,111
Western Australia,Marri Park Golf Course ,18,Red Women,72,73,121
Western Australia,Marri Park Golf Course ,18,Blue Men,72,71,120
Western Australia,Marri Park Golf Course ,18,White Men,72,69,116
Western Australia,Marri Park Golf Course ,10-18,Red Women,36,37,126
Western Australia,Marri Park Golf Course ,1-9,Blue Men,36,35.5,117
Western Australia,Marri Park Golf Course ,10-18,Blue Men,36,36,122
Western Australia,Marri Park Golf Course ,1-9,White Men,36,34,112
Western Australia,Marri Park Golf Course ,10-18,White Men,36,35,119
Western Australia,Marri Park Golf Course ,1-9,Red Women,36,36,116
Western Australia,Maylands Peninsula Public Golf Course ,18,Red Women,71,71,114
Western Australia,Maylands Peninsula Public Golf Course ,18,Blue Men,71,69,111
Western Australia,Maylands Peninsula Public Golf Course ,1-9,Red Women,35,34.5,109
Western Australia,Maylands Peninsula Public Golf Course ,10-18,Red Women,36,36,119
Western Australia,Maylands Peninsula Public Golf Course ,1-9,Blue Men,35,34,110
Western Australia,Maylands Peninsula Public Golf Course ,10-18,Blue Men,36,35,112
Western Australia,Meadow Springs Country Club ,18,Red Men,72,66,113
Western Australia,Meadow Springs Country Club ,18,Blue Men,72,72,126
Western Australia,Meadow Springs Country Club ,18,White Men,72,70,122
Western Australia,Meadow Springs Country Club ,18,Red Women,72,71,119
Western Australia,Meadow Springs Country Club ,10-18,White Men,36,35,124
Western Australia,Meadow Springs Country Club ,1-9,Red Women,36,35.5,124
Western Australia,Meadow Springs Country Club ,10-18,Red Women,36,35,114
Western Australia,Meadow Springs Country Club ,1-9,Red Men,36,33,114
Western Australia,Meadow Springs Country Club ,10-18,Red Men,36,32.5,112
Western Australia,Meadow Springs Country Club ,1-9,Blue Men,36,36,125
Western Australia,Meadow Springs Country Club ,10-18,Blue Men,36,36.5,126
Western Australia,Meadow Springs Country Club ,1-9,White Men,36,34.5,119
Western Australia,Meckering Golf Club ,18,Red Women,72,71,111
Western Australia,Meckering Golf Club ,18,Blue Men,72,70,114
Western Australia,Meckering Golf Club ,1-9,Blue Men,36,35.5,116
Western Australia,Meckering Golf Club ,10-18,Blue Men,36,35,111
Western Australia,Meckering Golf Club ,1-9,Red Women,36,35.5,113
Western Australia,Meckering Golf Club ,10-18,Red Women,36,35.5,109
Western Australia,Meekatharra Golf Club ,18,Red Women,72,70,104
Western Australia,Meekatharra Golf Club ,18,Blue Men,72,69,115
Western Australia,Meekatharra Golf Club ,1-9,Blue Men,36,34,116
Western Australia,Meekatharra Golf Club ,10-18,Blue Men,36,34.5,113
Western Australia,Meekatharra Golf Club ,1-9,Red Women,36,34.5,104
Western Australia,Meekatharra Golf Club ,10-18,Red Women,36,35,104
Western Australia,Melville Glades Golf Club ,18,Red Women,74,75,126
Western Australia,Melville Glades Golf Club ,18,Black Men,72,73,124
Western Australia,Melville Glades Golf Club ,18,Blue Men,72,72,121
Western Australia,Melville Glades Golf Club ,18,Yellow Men,72,70,120
Western Australia,Melville Glades Golf Club ,18,M,73,73,124
Western Australia,Melville Glades Golf Club ,18,M,71,71,120
Western Australia,Melville Glades Golf Club ,1-9,Black Men,36,36.5,125
Western Australia,Melville Glades Golf Club ,10-18,Black Men,36,36.5,122
Western Australia,Melville Glades Golf Club ,1-9,Blue Men,36,36,125
Western Australia,Melville Glades Golf Club ,10-18,Blue Men,36,36,117
Western Australia,Melville Glades Golf Club ,1-9,Yellow Men,36,35,123
Western Australia,Melville Glades Golf Club ,10-18,Yellow Men,36,35,117
Western Australia,Melville Glades Golf Club ,1-9,Red Women,37,37.5,126
Western Australia,Melville Glades Golf Club ,10-18,Red Women,37,37,125
Western Australia,Merredin Golf Club ,18,Red Women,72,71,106
Western Australia,Merredin Golf Club ,18,Blue Men,72,70,105
Western Australia,Merredin Golf Club ,10-18,Red Women,35,35,105
Western Australia,Merredin Golf Club ,1-9,Blue Men,37,35.5,110
Western Australia,Merredin Golf Club ,10-18,Blue Men,35,34.5,100
Western Australia,Merredin Golf Club ,1-9,Red Women,37,36.5,107
Western Australia,Miling Golf Club ,18,Red Women,72,71,110
Western Australia,Miling Golf Club ,18,Blue Men,72,69,108
Western Australia,Miling Golf Club ,1-9,Blue Men,36,34.5,107
Western Australia,Miling Golf Club ,10-18,Blue Men,36,34.5,108
Western Australia,Miling Golf Club ,1-9,Red Women,36,35.5,109
Western Australia,Miling Golf Club ,10-18,Red Women,36,35.5,110
Western Australia,Mingenew Golf Club ,18,Red Women,72,72,110
Western Australia,Mingenew Golf Club ,18,Blue Men,72,70,106
Western Australia,Mingenew Golf Club ,10-18,Red Women,36,36,113
Western Australia,Mingenew Golf Club ,1-9,Blue Men,36,35,103
Western Australia,Mingenew Golf Club ,10-18,Blue Men,36,35.5,108
Western Australia,Mingenew Golf Club ,1-9,Red Women,36,36,107
Western Australia,Moodiarrup Golf Club ,18,Red Women,72,71,113
Western Australia,Moodiarrup Golf Club ,18,Blue Men,72,68,109
Western Australia,Moodiarrup Golf Club ,1-9,Blue Men,36,34,108
Western Australia,Moodiarrup Golf Club ,10-18,Blue Men,36,34,110
Western Australia,Moodiarrup Golf Club ,1-9,Red Women,36,36,110
Western Australia,Moodiarrup Golf Club ,10-18,Red Women,36,35.5,115
Western Australia,Moora Lake View Golf Club ,18,Red Women,72,72,112
Western Australia,Moora Lake View Golf Club ,18,Blue Men,72,70,112
Western Australia,Moora Lake View Golf Club ,1-9,Blue Men,36,35,112
Western Australia,Moora Lake View Golf Club ,10-18,Blue Men,36,35,112
Western Australia,Moora Lake View Golf Club ,1-9,Red Women,36,36,110
Western Australia,Moora Lake View Golf Club ,10-18,Red Women,36,35.5,114
Western Australia,Morawa Golf Club ,18,Red Women,72,72,112
Western Australia,Morawa Golf Club ,18,Blue Men,72,70,112
Western Australia,Mosman Park Golf Club ,18,Yellow Men,72,70,118
Western Australia,Mosman Park Golf Club ,18,Red Women,72,73,122
Western Australia,Mosman Park Golf Club ,18,Blue Men,72,71,120
Western Australia,Mosman Park Golf Club ,1-9,Yellow Men,36,35,118
Western Australia,Mosman Park Golf Club ,10-18,Yellow Men,36,35,118
Western Australia,Mosman Park Golf Club ,1-9,Blue Men,36,35.5,119
Western Australia,Mosman Park Golf Club ,10-18,Blue Men,36,35.5,121
Western Australia,Mosman Park Golf Club ,1-9,Red Women,36,36.5,121
Western Australia,Mosman Park Golf Club ,10-18,Red Women,36,36.5,122
Western Australia,Mount Barker Golf Club ,18,Red Women,71,69,102
Western Australia,Mount Barker Golf Club ,18,Blue Men,70,68,107
Western Australia,Mount Barker Golf Club ,10-18,Red Women,36,35,103
Western Australia,Mount Barker Golf Club ,1-9,Blue Men,34,33.5,101
Western Australia,Mount Barker Golf Club ,10-18,Blue Men,36,34,112
Western Australia,Mount Barker Golf Club ,1-9,Red Women,35,34,100
Western Australia,Mount Lawley Golf Club Inc ,18,White Men,72,72,126
Western Australia,Mount Lawley Golf Club Inc ,18,Golden Men,72,66,112
Western Australia,Mount Lawley Golf Club Inc ,18,Golden Women,74,72,116
Western Australia,Mount Lawley Golf Club Inc ,18,Red Women,74,75,126
Western Australia,Mount Lawley Golf Club Inc ,18,White Women,74,79,144
Western Australia,Mount Lawley Golf Club Inc ,18,Blue Men,72,73,127
Western Australia,Mount Lawley Golf Club Inc ,1-9,Blue Men,36,37,124
Western Australia,Mount Lawley Golf Club Inc ,10-18,Blue Men,36,36,129
Western Australia,Mount Lawley Golf Club Inc ,1-9,White Men,36,36.5,124
Western Australia,Mount Lawley Golf Club Inc ,10-18,White Men,36,35.5,127
Western Australia,Mount Lawley Golf Club Inc ,1-9,Red Women,37,38,131
Western Australia,Mount Lawley Golf Club Inc ,10-18,Red Women,37,37,120
Western Australia,Mount Lawley Golf Club Inc ,1-9,White Women,37,40,147
Western Australia,Mount Lawley Golf Club Inc ,10-18,White Women,37,39,140
Western Australia,Mount Lawley Golf Club Inc ,1-9,Golden Men,36,33,114
Western Australia,Mount Lawley Golf Club Inc ,10-18,Golden Men,36,33,109
Western Australia,Mount Lawley Golf Club Inc ,1-9,Golden Women,37,36,117
Western Australia,Mount Lawley Golf Club Inc ,10-18,Golden Women,37,35.5,115
Western Australia,Mount Walker Golf Club ,18,Red Women,71,70,104
Western Australia,Mount Walker Golf Club ,18,Blue Men,70,68,100
Western Australia,Mount Walker Golf Club ,1-9,Blue Men,34,33.5,100
Western Australia,Mount Walker Golf Club ,10-18,Blue Men,36,34,100
Western Australia,Mount Walker Golf Club ,1-9,Red Women,35,34.5,103
Western Australia,Mount Walker Golf Club ,10-18,Red Women,36,35,105
Western Australia,Mountain View Sporting Club ,18,Red Women,72,70,107
Western Australia,Mountain View Sporting Club ,18,Blue Men,71,69,110
Western Australia,Mountain View Sporting Club ,1-9,Blue Men,36,34.5,115
Western Australia,Mountain View Sporting Club ,10-18,Blue Men,35,34,104
Western Australia,Mountain View Sporting Club ,1-9,Red Women,36,35.5,112
Western Australia,Mountain View Sporting Club ,10-18,Red Women,36,34.5,101
Western Australia,Mukinbudin Golf Club ,18,Red Women,70,70,107
Western Australia,Mukinbudin Golf Club ,18,Blue Men,70,68,105
Western Australia,Mukinbudin Golf Club ,1-9,Blue Men,35,34,102
Western Australia,Mukinbudin Golf Club ,10-18,Blue Men,35,34,107
Western Australia,Mukinbudin Golf Club ,1-9,Red Women,35,35,104
Western Australia,Mukinbudin Golf Club ,10-18,Red Women,35,35,109
Western Australia,Mundaring Sporting Club ,18,Red Women,72,71,111
Western Australia,Mundaring Sporting Club ,18,Blue Men,72,69,109
Western Australia,Mundaring Sporting Club ,1-9,Blue Men,36,34.5,112
Western Australia,Mundaring Sporting Club ,10-18,Blue Men,36,34.5,105
Western Australia,Mundaring Sporting Club ,1-9,Red Women,36,35.5,111
Western Australia,Mundaring Sporting Club ,10-18,Red Women,36,35,111
Western Australia,Munglinup Golf Club ,18,Red Women,72,69,103
Western Australia,Munglinup Golf Club ,18,Blue Men,72,70,105
Western Australia,Munglinup Golf Club ,18,Blue Men,36,35,101
Western Australia,Munglinup Golf Club ,18,Blue Men,36,35,108
Western Australia,Munglinup Golf Club ,18,Red Women,36,35,101
Western Australia,Munglinup Golf Club ,18,Red Women,36,34.5,104
Western Australia,Muntadgin Golf Club ,18,Red Women,72,69,105
Western Australia,Muntadgin Golf Club ,18,Blue Men,72,69,109
Western Australia,Muntadgin Golf Club ,1-9,Blue Men,36,34,110
Western Australia,Muntadgin Golf Club ,10-18,Blue Men,36,34.5,108
Western Australia,Muntadgin Golf Club ,1-9,Red Women,36,34.5,107
Western Australia,Muntadgin Golf Club ,10-18,Red Women,36,34.5,103
Western Australia,Nannup Golf Club ,18,Red Women,72,68,114
Western Australia,Nannup Golf Club ,18,Blue Men,71,65,93
Western Australia,Nannup Golf Club ,1-9,Blue Men,36,32,93
Western Australia,Nannup Golf Club ,10-18,Blue Men,35,32.5,93
Western Australia,Nannup Golf Club ,1-9,Red Women,35,34.5,115
Western Australia,Nannup Golf Club ,10-18,Red Women,36,34,112
Western Australia,Narembeen Golf Club ,18,Red Women,72,71,109
Western Australia,Narembeen Golf Club ,18,Blue Men,72,70,107
Western Australia,Narembeen Golf Club ,1-9,Blue Men,36,35,101
Western Australia,Narembeen Golf Club ,10-18,Blue Men,36,34.5,112
Western Australia,Narembeen Golf Club ,1-9,Red Women,36,36,109
Western Australia,Narembeen Golf Club ,10-18,Red Women,36,35,109
Western Australia,Narpanup Golf Club ,18,Red Women,72,71,106
Western Australia,Narpanup Golf Club ,18,Blue Men,72,69,112
Western Australia,Narpanup Golf Club ,10-18,Red Women,36,34.5,105
Western Australia,Narpanup Golf Club ,1-9,Blue Men,36,34.5,111
Western Australia,Narpanup Golf Club ,10-18,Blue Men,36,34.5,113
Western Australia,Narpanup Golf Club ,1-9,Red Women,36,36,107
Western Australia,Narrogin Golf Club ,18,Red Women,72,71,110
Western Australia,Narrogin Golf Club ,18,Blue Men,72,71,111
Western Australia,Narrogin Golf Club ,1-9,Blue Men,36,35,108
Western Australia,Narrogin Golf Club ,10-18,Blue Men,36,35.5,114
Western Australia,Narrogin Golf Club ,1-9,Red Women,36,34.5,111
Western Australia,Narrogin Golf Club ,10-18,Red Women,36,36,109
Western Australia,Nedlands Golf Club ,18,Red Women,74,74,128
Western Australia,Nedlands Golf Club ,18,Blue Men,72,71,128
Western Australia,Nedlands Golf Club ,18,White Men,72,70,125
Western Australia,Nedlands Golf Club ,18,Yellow Men,72,69,122
Western Australia,Nedlands Golf Club ,1-9,Blue Men,36,35.5,128
Western Australia,Nedlands Golf Club ,10-18,Blue Men,36,35.5,128
Western Australia,Nedlands Golf Club ,1-9,White Men,36,35.5,125
Western Australia,Nedlands Golf Club ,10-18,White Men,36,34.5,125
Western Australia,Nedlands Golf Club ,1-9,Yellow Men,36,34.5,122
Western Australia,Nedlands Golf Club ,10-18,Yellow Men,36,34.5,122
Western Australia,Nedlands Golf Club ,18,Red women 1 -9,37,37,128
Western Australia,Nedlands Golf Club ,18,Red Women 10 - 18,37,36.5,128
Western Australia,Newdegate Golf Club ,18,Red Women,71,69,104
Western Australia,Newdegate Golf Club ,18,Blue Men,71,67,104
Western Australia,Newdegate Golf Club ,1-9,Blue Men,37,34.5,109
Western Australia,Newdegate Golf Club ,10-18,Blue Men,34,32.5,99
Western Australia,Newdegate Golf Club ,1-9,Red Women,37,36,109
Western Australia,Newdegate Golf Club ,10-18,Red Women,34,33,98
Western Australia,Nokaning Golf Club ,18,Red Women,72,69,105
Western Australia,Nokaning Golf Club ,18,Blue Men,71,69,105
Western Australia,Nokaning Golf Club ,1-9,Blue Men,36,35,112
Western Australia,Nokaning Golf Club ,10-18,Blue Men,35,34,98
Western Australia,Nokaning Golf Club ,1-9,Red Women,37,35,108
Western Australia,Nokaning Golf Club ,10-18,Red Women,35,34.5,101
Western Australia,Norseman Golf Club ,18,Men Blue,72,69,101
Western Australia,Norseman Golf Club ,18,Women Red,72,70,101
Western Australia,Norseman Golf Club ,1-9,Men Blue,36,34.5,101
Western Australia,Norseman Golf Club ,10-18,Men Blue,36,34.5,101
Western Australia,Norseman Golf Club ,1-9,Women Red,36,35,101
Western Australia,Norseman Golf Club ,10-18,Women Red,36,34.5,101
Western Australia,Northam Country Golf Club ,18,Red Women,72,72,111
Western Australia,Northam Country Golf Club ,18,Blue Men,72,71,109
Western Australia,Northam Country Golf Club ,1-9,Blue Men,36,35.5,109
Western Australia,Northam Country Golf Club ,10-18,Blue Men,36,35,108
Western Australia,Northam Country Golf Club ,1-9,Red Women,36,36.5,112
Western Australia,Northam Country Golf Club ,10-18,Red Women,36,36,109
Western Australia,Northampton Golf Club ,18,Red Women,72,71,110
Western Australia,Northampton Golf Club ,18,Blue Men,72,68,110
Western Australia,Northampton Golf Club ,1-9,Blue Men,36,34,107
Western Australia,Northampton Golf Club ,10-18,Blue Men,36,34.5,112
Western Australia,Northampton Golf Club ,1-9,Red Women,36,35,109
Western Australia,Northampton Golf Club ,10-18,Red Women,36,36,111
Western Australia,Northcliffe Golf Club ,18,Red Women,71,67,102
Western Australia,Northcliffe Golf Club ,18,Blue Men,71,65,105
Western Australia,Northcliffe Golf Club ,1-9,Blue Men,36,33,102
Western Australia,Northcliffe Golf Club ,10-18,Blue Men,35,32.5,107
Western Australia,Northcliffe Golf Club ,1-9,Red Women,35,34,101
Western Australia,Northcliffe Golf Club ,10-18,Red Women,36,33.5,102
Western Australia,Nungarin Golf Club ,18,Red Women,71,70,106
Western Australia,Nungarin Golf Club ,18,Blue Men,71,69,115
Western Australia,Nungarin Golf Club ,10-18,Blue Men,36,35,116
Western Australia,Nungarin Golf Club ,1-9,Red Women,35,34,104
Western Australia,Nungarin Golf Club ,10-18,Red Women,36,35.5,108
Western Australia,Nungarin Golf Club ,1-9,Blue Men,35,34.5,98
Western Australia,Nungarin Golf Club ,10-18,Blue Men,36,34.5,105
Western Australia,Nungarin Golf Club ,1-9,Blue Men,35,34,113
Western Australia,Nyabing Golf Club ,18,Red Women,73,70,105
Western Australia,Nyabing Golf Club ,18,Blue Men,72,69,102
Western Australia,Nyabing Golf Club ,1-9,Blue Men,36,34.5,105
Western Australia,Nyabing Golf Club ,10-18,Blue Men,36,34.5,98
Western Australia,Nyabing Golf Club ,1-9,Red Women,36,35,104
Western Australia,Nyabing Golf Club ,10-18,Red Women,37,35,106
Western Australia,Ongerup Golf Club ,18,Red Women,73,70,107
Western Australia,Ongerup Golf Club ,18,Blue Men,72,70,108
Western Australia,Ongerup Golf Club ,1-9,Blue Men,36,35,112
Western Australia,Ongerup Golf Club ,10-18,Blue Men,36,35,104
Western Australia,Ongerup Golf Club ,1-9,Red Women,36,35.5,110
Western Australia,Ongerup Golf Club ,10-18,Red Women,37,35,103
Western Australia,Panna Heights Golf Club ,18,Men Blue,72,68,91
Western Australia,Panna Heights Golf Club ,18,Women Red,72,67,93
Western Australia,Panna Heights Golf Club ,1-9,Men Blue,36,34,91
Western Australia,Panna Heights Golf Club ,1-9,Women Red,36,33.5,93
Western Australia,Pemberton Golf Club ,18,Red Women,72,71,107
Western Australia,Pemberton Golf Club ,18,Blue Men,71,68,109
Western Australia,Pemberton Golf Club ,1-9,Blue Men,36,34.5,112
Western Australia,Pemberton Golf Club ,10-18,Blue Men,35,34,105
Western Australia,Pemberton Golf Club ,1-9,Red Women,36,35.5,106
Western Australia,Pemberton Golf Club ,10-18,Red Women,36,35.5,107
Western Australia,Perenjori Golf Club ,18,Red Women,72,72,114
Western Australia,Perenjori Golf Club ,18,Blue Men,72,70,113
Western Australia,Perenjori Golf Club ,10-18,Blue Men,36,35,113
Western Australia,Perenjori Golf Club ,1-9,Red Women,36,36.5,115
Western Australia,Perenjori Golf Club ,10-18,Red Women,36,36,113
Western Australia,Perenjori Golf Club ,1-9,Blue Men,36,34.5,109
Western Australia,Perenjori Golf Club ,10-18,Blue Men,36,35,115
Western Australia,Perenjori Golf Club ,1-9,Red Women,36,35.5,108
Western Australia,Perenjori Golf Club ,10-18,Red Women,36,36,116
Western Australia,Perenjori Golf Club ,1-9,Blue Men,36,35,112
Western Australia,Pickering Brook Sports Club ,18,Red Women,72,70,104
Western Australia,Pickering Brook Sports Club ,18,Blue Men,72,67,97
Western Australia,Pickering Brook Sports Club ,10-18,Red Women,36,35,101
Western Australia,Pickering Brook Sports Club ,1-9,Blue Men,36,34,95
Western Australia,Pickering Brook Sports Club ,10-18,Blue Men,36,33,98
Western Australia,Pickering Brook Sports Club ,1-9,Red Women,36,35,107
Western Australia,Pingaring Golf Club ,18,Red Women,72,70,105
Western Australia,Pingaring Golf Club ,18,Blue Men,72,69,107
Western Australia,Pingaring Golf Club ,1-9,Blue Men,36,34,111
Western Australia,Pingaring Golf Club ,10-18,Blue Men,36,35,103
Western Australia,Pingaring Golf Club ,1-9,Red Women,36,35,106
Western Australia,Pingaring Golf Club ,10-18,Red Women,36,35,103
Western Australia,Pingelly Golf Club ,18,Red Women,71,70,108
Western Australia,Pingelly Golf Club ,18,Blue Men,71,68,107
Western Australia,Pingelly Golf Club ,1-9,Blue Men,36,34.5,107
Western Australia,Pingelly Golf Club ,10-18,Blue Men,35,33.5,107
Western Australia,Pingelly Golf Club ,1-9,Red Women,36,36,110
Western Australia,Pingelly Golf Club ,10-18,Red Women,35,34,106
Western Australia,Pinjarra Golf Club ,18,Blue Men,72,72,130
Western Australia,Pinjarra Golf Club ,18,White Men,72,70,126
Western Australia,Pinjarra Golf Club ,Blue,Men Temp,71,71,127
Western Australia,Pinjarra Golf Club ,Red,Women Temp,72,73,126
Western Australia,Pinjarra Golf Club ,18,Red Women,73,74,129
Western Australia,Pinjarra Golf Club ,1-9,Blue Men,36,35.5,131
Western Australia,Pinjarra Golf Club ,10-18,Blue Men,36,36,129
Western Australia,Pinjarra Golf Club ,1-9,White Men,36,35,126
Western Australia,Pinjarra Golf Club ,10-18,White Men,36,35.5,125
Western Australia,Pinjarra Golf Club ,1-9,Red Women,37,37.5,131
Western Australia,Pinjarra Golf Club ,10-18,Red Women,36,36.5,127
Western Australia,Pink Lake Country Club ,18,Red Men,72,66,106
Western Australia,Pink Lake Country Club ,18,Red Women,72,71,117
Western Australia,Pink Lake Country Club ,18,Blue Men,72,72,120
Western Australia,Pink Lake Country Club ,18,White Men,72,71,119
Western Australia,Pink Lake Country Club ,1-9,Red Women,36,36,118
Western Australia,Pink Lake Country Club ,10-18,Red Women,36,35.5,116
