Location,Name,Holes,TeeName,Par,ScratchRating,Slope
Western Australia,Dunsborough Lakes Golf Club ,10-18,Red Women,36,35.5,122
Western Australia,El Caballo Golf Club ,18,Red Women,71,71,117
Western Australia,El Caballo Golf Club ,18,Black Men,72,71,130
Western Australia,El Caballo Golf Club ,18,Yellow Men,72,69,124
Western Australia,El Caballo Golf Club ,1-9,Red Women,36,35.5,118
Western Australia,El Caballo Golf Club ,10-18,Red Women,36,35.5,116
Western Australia,El Caballo Golf Club ,1-9,Black Men,36,35.5,138
Western Australia,El Caballo Golf Club ,10-18,Black Men,36,35,122
Western Australia,El Caballo Golf Club ,1-9,Yellow Men,36,34.5,129
Western Australia,El Caballo Golf Club ,10-18,Yellow Men,36,34.5,118
Western Australia,Embleton Golf Course ,18,Red Women,62,61,98
Western Australia,Embleton Golf Course ,18,Blue Men,62,60,90
Western Australia,Embleton Golf Course ,Blue,White Women,62,61,99
Western Australia,Embleton Golf Course ,1-9,Red Women,31,30.5,98
Western Australia,Embleton Golf Course ,1-9,Blue Men,31,30,90
Western Australia,Embleton Golf Course ,Blue 1-9,White Women,31,30.5,98
Western Australia,Eneabba Golf Club ,18,Red Women,72,70,105
Western Australia,Eneabba Golf Club ,18,Blue Men,72,70,103
Western Australia,Eneabba Golf Club ,1-9,Blue Men,36,35.5,104
Western Australia,Eneabba Golf Club ,10-18,Blue Men,36,34,102
Western Australia,Eneabba Golf Club ,1-9,Red Women,36,35.5,107
Western Australia,Eneabba Golf Club ,10-18,Red Women,36,34.5,102
Western Australia,Esperance Golf Club ,18,Red Men,72,67,113
Western Australia,Esperance Golf Club ,18,Red Women,72,73,119
Western Australia,Esperance Golf Club ,18,Blue Men,72,71,128
Western Australia,Esperance Golf Club ,1-9,Blue Men,36,35.5,126
Western Australia,Esperance Golf Club ,10-18,Blue Men,36,35,129
Western Australia,Esperance Golf Club ,1-9,Red Men,36,33.5,112
Western Australia,Esperance Golf Club ,10-18,Red Men,36,33.5,113
Western Australia,Esperance Golf Club ,1-9,Red Women,36,36.5,118
Western Australia,Esperance Golf Club ,10-18,Red Women,36,36.5,120
Western Australia,Exmouth Golf Club ,18,Women Temp,72,70,109
Western Australia,Exmouth Golf Club ,18,Red Women,72,71,109
Western Australia,Exmouth Golf Club ,18,Blue Men,72,70,109
Western Australia,Exmouth Golf Club ,Blue 1-9x2,Men Temp,72,70,111
Western Australia,Exmouth Golf Club ,1-9,Blue Men,36,35,111
Western Australia,Exmouth Golf Club ,10-18,Blue Men,36,35,107
Western Australia,Exmouth Golf Club ,1-9,Red Women,36,35,109
Western Australia,Exmouth Golf Club ,10-18,Red Women,36,36,109
Western Australia,Fortescue Golf Club ,18,Red Women,72,71,114
Western Australia,Fortescue Golf Club ,18,Blue Men,72,70,116
Western Australia,Fortescue Golf Club ,1-9,Blue Men,36,34.5,114
Western Australia,Fortescue Golf Club ,10-18,Blue Men,36,35,118
Western Australia,Fortescue Golf Club ,1-9,Red Women,36,36.5,114
Western Australia,Fortescue Golf Club ,10-18,Red Women,36,35,114
Western Australia,Fremantle Public Golf Course ,18,Red Women,68,70,114
Western Australia,Fremantle Public Golf Course ,18,Blue Men,68,66,125
Western Australia,Fremantle Public Golf Course ,1-9,Blue Men,34,33,124
Western Australia,Fremantle Public Golf Course ,10-18,Blue Men,34,33,125
Western Australia,Fremantle Public Golf Course ,1-9,Red Women,34,35,114
Western Australia,Fremantle Public Golf Course ,10-18,Red Women,34,35,114
Western Australia,Geraldton Golf Club ,18,Red Women,72,74,123
Western Australia,Geraldton Golf Club ,18,Blue Men,71,71,126
Western Australia,Geraldton Golf Club ,18,White Men,71,70,122
Western Australia,Geraldton Golf Club ,1-9,Red Women,35,35.5,117
Western Australia,Geraldton Golf Club ,10-18,Red Women,37,38,128
Western Australia,Geraldton Golf Club ,1-9,Blue Men,35,35,124
Western Australia,Geraldton Golf Club ,10-18,Blue Men,36,36.5,128
Western Australia,Geraldton Golf Club ,1-9,White Men,35,34,115
Western Australia,Geraldton Golf Club ,10-18,White Men,36,35.5,128
Western Australia,Gingin Golf Club ,18,Red Women,72,72,116
Western Australia,Gingin Golf Club ,18,Black Men,72,69,114
Western Australia,Gingin Golf Club ,1-9,Black Men,36,35,115
Western Australia,Gingin Golf Club ,10-18,Black Men,36,34.5,113
Western Australia,Gingin Golf Club ,1-9,Red Women,36,35.5,114
Western Australia,Gingin Golf Club ,10-18,Red Women,36,36,118
Western Australia,Glen Iris Public Golf Course ,18,Red Women,72,70,122
Western Australia,Glen Iris Public Golf Course ,18,Blue Men,71,70,125
Western Australia,Glen Iris Public Golf Course ,18,Yellow Men,71,68,121
Western Australia,Glen Iris Public Golf Course ,18,Yellow Women,72,73,128
Western Australia,Glen Iris Public Golf Course ,10-18,Yellow Men,36,34,118
Western Australia,Glen Iris Public Golf Course ,1-9,Red Women,36,35.5,121
Western Australia,Glen Iris Public Golf Course ,10-18,Red Women,36,35,122
Western Australia,Glen Iris Public Golf Course ,1-9,Yellow Women,36,36.5,128
Western Australia,Glen Iris Public Golf Course ,10-18,Yellow Women,36,36.5,127
Western Australia,Glen Iris Public Golf Course ,1-9,Blue Men,35,35,123
Western Australia,Glen Iris Public Golf Course ,10-18,Blue Men,36,35,127
Western Australia,Glen Iris Public Golf Course ,1-9,Yellow Men,35,34,123
Western Australia,Gnowangerup Golf Club ,18,Red Women,72,69,106
Western Australia,Gnowangerup Golf Club ,18,Blue Men,72,69,104
Western Australia,Gnowangerup Golf Club ,1-9,Blue Men,36,34.5,104
Western Australia,Gnowangerup Golf Club ,10-18,Blue Men,36,34.5,104
Western Australia,Gnowangerup Golf Club ,1-9,Red Women,36,35,108
Western Australia,Gnowangerup Golf Club ,10-18,Red Women,36,34.5,103
Western Australia,Goldfields Golf Club ,18,Black Men,72,75,129
Western Australia,Goldfields Golf Club ,18,Red Women,72,74,129
Western Australia,Goldfields Golf Club ,18,Blue Men,72,73,126
Western Australia,Goldfields Golf Club ,18,White Men,72,71,121
Western Australia,Goldfields Golf Club ,18,Yellow Men,72,65,115
Western Australia,Goldfields Golf Club ,18,Yellow Women,72,70,118
Western Australia,Goldfields Golf Club ,1-9,Blue Men,36,36.5,121
Western Australia,Goldfields Golf Club ,10-18,White Men,36,35.5,126
Western Australia,Goldfields Golf Club ,1-9,White Men,36,35,115
Western Australia,Goldfields Golf Club ,10-18,Yellow Men,36,33.5,124
Western Australia,Goldfields Golf Club ,1-9,Yellow Men,36,32,105
Western Australia,Goldfields Golf Club ,10-18,Red Women,36,37,130
Western Australia,Goldfields Golf Club ,1-9,Red Women,36,36.5,127
Western Australia,Goldfields Golf Club ,10-18,Yellow Women,36,36,123
Western Australia,Goldfields Golf Club ,1-9,Yellow Women,36,34.5,113
Western Australia,Goldfields Golf Club ,10-18,Black Men,36,38,136
Western Australia,Goldfields Golf Club ,1-9,Black Men,36,37,122
Western Australia,Goldfields Golf Club ,10-18,Blue Men,36,37,131
Western Australia,Goomalling Golf Club ,18,Red Women,72,72,113
Western Australia,Goomalling Golf Club ,18,Blue Men,72,69,108
Western Australia,Goomalling Golf Club ,1-9,Blue Men,34,33,97
Western Australia,Goomalling Golf Club ,10-18,Blue Men,38,36.5,118
Western Australia,Goomalling Golf Club ,1-9,Red Women,34,34.5,105
Western Australia,Goomalling Golf Club ,10-18,Red Women,38,37.5,120
Western Australia,Gosnells Golf Club ,18,Red Women,72,73,124
Western Australia,Gosnells Golf Club ,18,Black Men,70,71,123
Western Australia,Gosnells Golf Club ,18,Cyclic 1-5 Men,70,70,121
Western Australia,Gosnells Golf Club ,18,Cyclic 6 Men,70,69,119
Western Australia,Gosnells Golf Club ,18,Purple Women,72,72,118
Western Australia,Gosnells Golf Club ,Black,Men Temp 8/17,69,70,121
Western Australia,Gosnells Golf Club ,Cyclic 1-5,Men Temp 8/17,69,69,120
Western Australia,Gosnells Golf Club ,18,Cyclic 6 Men Temp 8/17,69,68,118
Western Australia,Gosnells Golf Club ,18,Red Women Temp 8/17,71,72,122
Western Australia,Gosnells Golf Club ,Purple,Women Temp 8/17,71,71,117
Western Australia,Gosnells Golf Club ,1-9,Black Men,34,34.5,119
Western Australia,Gosnells Golf Club ,10-18,Black Men,36,37,126
Western Australia,Gosnells Golf Club ,1-9,Cyclic 1-5 Men,34,34,119
Western Australia,Gosnells Golf Club ,10-18,Cyclic 1-5 Men,36,36.5,123
Western Australia,Gosnells Golf Club ,1-9,Cyclic 6 Men,34,33.5,116
Western Australia,Gosnells Golf Club ,10-18,Cyclic 6 Men,36,35.5,122
Western Australia,Gosnells Golf Club ,1-9,Red Women,35,35.5,120
Western Australia,Gosnells Golf Club ,10-18,Red Women,37,37.5,127
Western Australia,Gosnells Golf Club ,1-9,Purple Women,35,34.5,114
Western Australia,Gosnells Golf Club ,10-18,Purple Women,37,37,122
Western Australia,Gosnells Golf Club ,10-18 Temp 8/17,Black Men,35,35.5,123
Western Australia,Gosnells Golf Club ,18,M,35,34.5,121
Western Australia,Gosnells Golf Club ,10-18 Temp,Cyclic 6 Men,35,34.5,120
Western Australia,Gosnells Golf Club ,10-18 Temp 8/1,Red Women,36,36.5,124
Western Australia,Gosnells Golf Club ,10-18 Temp,Purple Women,36,36.5,120
Western Australia,Green Range Country Club ,18,Red Women,72,69,99
Western Australia,Green Range Country Club ,18,Blue Men,72,69,107
Western Australia,Green Range Country Club ,10-18,Red Women,36,34.5,98
Western Australia,Green Range Country Club ,1-9,Blue Men,36,34.5,108
Western Australia,Green Range Country Club ,10-18,Blue Men,36,34.5,105
Western Australia,Green Range Country Club ,1-9,Red Women,36,34.5,99
Western Australia,Greenbushes Golf Club ,18,Red Women,74,71,116
Western Australia,Greenbushes Golf Club ,18,Blue Men,72,70,111
Western Australia,Greenbushes Golf Club ,1-9,Blue Men,36,34.5,112
Western Australia,Greenbushes Golf Club ,10-18,Blue Men,36,35,109
Western Australia,Greenbushes Golf Club ,1-9,Red Women,37,36,118
Western Australia,Greenbushes Golf Club ,10-18,Red Women,37,35.5,114
Western Australia,Greenhead Golf Club ,18,Red Women,72,71,107
Western Australia,Greenhead Golf Club ,18,Blue Men,72,70,108
Western Australia,Greenhead Golf Club ,1-9,Blue Men,36,35,108
Western Australia,Greenhead Golf Club ,10-18,Blue Men,36,35,107
Western Australia,Greenhead Golf Club ,1-9,Red Women,36,35.5,107
Western Australia,Greenhead Golf Club ,10-18,Red Women,36,35.5,106
Western Australia,Guilderton Golf Club ,18,Red Women,68,67,104
Western Australia,Guilderton Golf Club ,18,Blue Men,68,64,111
Western Australia,Guilderton Golf Club ,1-9,Blue Men,34,32,111
Western Australia,Guilderton Golf Club ,10-18,Blue Men,34,32,111
Western Australia,Guilderton Golf Club ,1-9,Red Women,34,34,103
Western Australia,Guilderton Golf Club ,10-18,Red Women,34,33.5,104
Western Australia,Halls Creek Golf Club ,18,Blue Men,72,67,93
Western Australia,Halls Creek Golf Club ,18,Red Women,72,68,99
Western Australia,Halls Creek Golf Club ,1-9,Blue Men,36,33.5,93
Western Australia,Halls Creek Golf Club ,10-18,Blue Men,36,33.5,93
Western Australia,Halls Creek Golf Club ,1-9,Red Women,36,34,100
Western Australia,Halls Creek Golf Club ,10-18,Red Women,36,33.5,98
Western Australia,Hamersley Public Golf Course ,18,Red Women,74,73,115
Western Australia,Hamersley Public Golf Course ,18,Blue Men,72,70,114
Western Australia,Hamersley Public Golf Course ,10-18,Red Women,37,36.5,114
Western Australia,Hamersley Public Golf Course ,1-9,Blue Men,36,35,116
Western Australia,Hamersley Public Golf Course ,10-18,Blue Men,36,35,112
Western Australia,Hamersley Public Golf Course ,1-9,Red Women,37,36.5,115
Western Australia,Harrismith Golf Club ,18,Red Women,72,71,109
Western Australia,Harrismith Golf Club ,18,Blue Men,72,69,109
Western Australia,Harrismith Golf Club ,1-9,Blue Men,36,34,108
Western Australia,Harrismith Golf Club ,10-18,Blue Men,36,34.5,110
Western Australia,Harrismith Golf Club ,1-9,Red Women,36,35,108
Western Australia,Harrismith Golf Club ,10-18,Red Women,36,35.5,109
Western Australia,Hartfield Country Club ,18,Blue Men,72,73,132
Western Australia,Hartfield Country Club ,18,Yellow Men,72,70,120
Western Australia,Hartfield Country Club ,18,Red Women,73,75,132
Western Australia,Hartfield Country Club ,1-9,Blue Men,36,36.5,138
Western Australia,Hartfield Country Club ,10-18,Blue Men,36,36.5,125
Western Australia,Hartfield Country Club ,1-9,Red Women,36,37.5,133
Western Australia,Hartfield Country Club ,10-18,Red Women,37,37.5,131
Western Australia,Hartfield Country Club ,1-9,Yellow Men,36,34.5,121
Western Australia,Hartfield Country Club ,10-18,Yellow Men,36,35,118
Western Australia,Harvey Golf Club ,18,Red Women,72,72,118
Western Australia,Harvey Golf Club ,18,Blue Men,72,71,119
Western Australia,Harvey Golf Club ,1-9,Blue Men,36,36,116
Western Australia,Harvey Golf Club ,10-18,Blue Men,36,35,121
Western Australia,Harvey Golf Club ,1-9,Red Women,36,36.5,121
Western Australia,Harvey Golf Club ,10-18,Red Women,36,35.5,115
Western Australia,Hillview Public Golf Course ,18,Blue Men,73,72,116
Western Australia,Hillview Public Golf Course ,Class/Her,White Men,73,70,113
Western Australia,Hillview Public Golf Course ,Class/Lake,White Men,72,69,111
Western Australia,Hillview Public Golf Course ,Her/Lake,White Men,73,70,113
Western Australia,Hillview Public Golf Course ,Class/Her,Red Women,73,72,113
Western Australia,Hillview Public Golf Course ,Class/Lake,Red Women,73,71,112
Western Australia,Hillview Public Golf Course ,Her/Lake,Red Women,74,74,118
Western Australia,Hillview Public Golf Course ,Class/Her,Blue Men,73,72,121
Western Australia,Hillview Public Golf Course ,Class/Lake,Blue Men,72,71,117
Western Australia,Hillview Public Golf Course ,Heritage 1-9,Blue Men,37,36.5,119
Western Australia,Hillview Public Golf Course ,Lake 1-9,Blue Men,36,35.5,113
Western Australia,Hillview Public Golf Course ,Classic 1-9,Blue Men,36,35.5,121
Western Australia,Hillview Public Golf Course ,Heritage 1-9,White Men,36,35.5,114
Western Australia,Hillview Public Golf Course ,Lake 1-9,White Men,36,34.5,111
Western Australia,Hillview Public Golf Course ,Class 1-9,White Men,36,34,111
Western Australia,Hillview Public Golf Course ,Heritage 1-9,Red Women,37,37,119
Western Australia,Hillview Public Golf Course ,Lake 1-9,Red Women,37,36.5,117
Western Australia,Hillview Public Golf Course ,Classic 1-9,Red Women,36,34.5,107
Western Australia,Hopetoun Everett Country Club ,18,Red Women,72,70,106
Western Australia,Hopetoun Everett Country Club ,18,Blue Men,72,69,102
Western Australia,Hopetoun Everett Country Club ,1-9,Blue Men,36,34,101
Western Australia,Hopetoun Everett Country Club ,10-18,Blue Men,36,34.5,102
Western Australia,Hopetoun Everett Country Club ,1-9,Red Women,36,35,105
Western Australia,Hopetoun Everett Country Club ,10-18,Red Women,36,35,106
Western Australia,Hyden Golf Club ,18,Red Women,72,70,106
Western Australia,Hyden Golf Club ,18,Blue Men,72,68,107
Western Australia,Hyden Golf Club ,1-9,Blue Men,36,33.5,104
Western Australia,Hyden Golf Club ,10-18,Blue Men,36,34.5,109
Western Australia,Hyden Golf Club ,1-9,Red Women,36,34.5,103
Western Australia,Hyden Golf Club ,10-18,Red Women,36,35,108
Western Australia,Irish Perth Golf Society ,18,Blue Men,72,72,131
Western Australia,Irish Perth Golf Society ,Yellow,Men Kennedy Bay,72,70,128
Western Australia,Irish Perth Golf Society ,Blue,Men Wanneroo,72,73,125
Western Australia,Irish Perth Golf Society ,White,Men The Cut,72,71,125
Western Australia,Irish Perth Golf Society ,Red,Women Secret Harbour,72,73,126
Western Australia,Irish Perth Golf Society ,Blue,Men Secret Harbour,72,73,133
Western Australia,Irish Perth Golf Society ,Red,Women Araluen,72,72,155
Western Australia,Irish Perth Golf Society ,Red,Women Lake Karrinyup,74,74,126
Western Australia,Irish Perth Golf Society ,Blue,Men Araluen,72,73,123
Western Australia,Irish Perth Golf Society ,Dunes Quarry,Red Women,72,73,132
Western Australia,Irish Perth Golf Society ,White,Men Lake Karrinyup,72,72,129
Western Australia,Irish Perth Golf Society ,Lakes,Blue Men,72,72,126
Western Australia,Irish Perth Golf Society ,Red,Women Meadow Springs,72,71,119
Western Australia,Irish Perth Golf Society ,White,Men Meadow Springs,72,70,122
Western Australia,Irish Perth Golf Society ,Red,Women Kennedy Bay,72,74,126
Western Australia,Irish Perth Golf Society ,Red,Women Sun City,73,73,125
Western Australia,Irish Perth Golf Society ,Blue,Men Sun City,72,71,123
Western Australia,Irish Perth Golf Society ,Red,Women The Cut,72,74,129
Western Australia,Jerramungup Golf Club ,18,Red Women,72,70,107
Western Australia,Jerramungup Golf Club ,18,Blue Men,72,69,109
Western Australia,Jerramungup Golf Club ,1-9,Blue Men,36,34.5,108
Western Australia,Jerramungup Golf Club ,10-18,Blue Men,36,34,109
Western Australia,Jerramungup Golf Club ,1-9,Red Women,36,35,110
Western Australia,Jerramungup Golf Club ,10-18,Red Women,36,34.5,103
Western Australia,Joondalup Country Club ,18,Red Women,72,73,131
Western Australia,Joondalup Country Club ,Lake-Quarry,Red Women,72,73,133
Western Australia,Joondalup Country Club ,Dune-Quarry,Red Women,72,74,132
Western Australia,Joondalup Country Club ,Lake-Dune,Black Men,72,74,143
Western Australia,Joondalup Country Club ,Lake-Dune,Blue Men,72,73,138
Western Australia,Joondalup Country Club ,Lake-Dune,White Men,72,71,131
Western Australia,Joondalup Country Club ,Lake-Quarry,Black Men,72,75,140
Western Australia,Joondalup Country Club ,Lake-Quarry,Blue Men,72,73,137
Western Australia,Joondalup Country Club ,Lake-Quarry,White Men,72,70,133
Western Australia,Joondalup Country Club ,Dune-Quarry,Black Men,72,75,146
Western Australia,Joondalup Country Club ,Dune-Quarry,Blue Men,72,73,142
Western Australia,Joondalup Country Club ,Dune-Quarry,White Men,72,71,134
Western Australia,Joondalup Country Club ,Dune-Quarry,Red Men,72,69,123
Western Australia,Joondalup Country Club ,Lake-Dune,Red Men,72,68,123
Western Australia,Joondalup Country Club ,Lake-Quarry,Red Men,72,68,125
Western Australia,Joondalup Country Club ,Quarry 1-9,Black Men,36,38,143
Western Australia,Joondalup Country Club ,Dune 1-9,Black Men,36,37.5,149
Western Australia,Joondalup Country Club ,Lake 1-9,Black Men,36,37,137
Western Australia,Joondalup Country Club ,Dune 1-9,Blue Men,36,36.5,142
Western Australia,Joondalup Country Club ,Quarry 1-9,Blue Men,36,36.5,141
Western Australia,Joondalup Country Club ,Lake 1-9,Blue Men,36,36,133
Western Australia,Joondalup Country Club ,Dune 1-9,White Men,36,36,132
Western Australia,Joondalup Country Club ,Quarry 1-9,White Men,36,35.5,136
Western Australia,Joondalup Country Club ,Lake 1-9,White Men,36,35,130
Western Australia,Joondalup Country Club ,Quarry 1-9,Red Women,36,37,134
Western Australia,Joondalup Country Club ,Dune 1-9,Red Women,36,37,129
Western Australia,Joondalup Country Club ,Lake 1-9,Red Women,36,36,132
Western Australia,Joondalup Country Club ,Dune 1-9,Red Men,36,34,121
Western Australia,Joondalup Country Club ,Quarry 1-9,Red Men,36,34.5,125
Western Australia,Joondalup Country Club ,Lake 1-9,Red Men,36,33.5,124
Western Australia,Jurien Bay Golf Club ,18,Red Women,72,72,112
Western Australia,Jurien Bay Golf Club ,18,Blue Men,72,70,107
Western Australia,Jurien Bay Golf Club ,1-9,Blue Men,36,35.5,103
Western Australia,Jurien Bay Golf Club ,10-18,Blue Men,36,35,110
Western Australia,Jurien Bay Golf Club ,1-9,Red Women,36,36,109
Western Australia,Jurien Bay Golf Club ,10-18,Red Women,36,35.5,114
Western Australia,Kalannie Golf Club ,18,Red Women,72,71,107
Western Australia,Kalannie Golf Club ,18,Blue Men,72,69,107
Western Australia,Kalannie Golf Club ,1-9,Blue Men,36,34.5,104
Western Australia,Kalannie Golf Club ,10-18,Blue Men,36,34.5,109
Western Australia,Kalannie Golf Club ,1-9,Red Women,36,35.5,103
Western Australia,Kalannie Golf Club ,10-18,Red Women,36,35.5,110
Western Australia,Kalbarri Golf Club ,18,Red Women,72,71,115
Western Australia,Kalbarri Golf Club ,18,Blue Men,72,70,113
Western Australia,Kalbarri Golf Club ,1-9,Blue Men,36,34.5,104
Western Australia,Kalbarri Golf Club ,10-18,Blue Men,36,35.5,121
Western Australia,Kalbarri Golf Club ,1-9,Red Women,36,35,111
Western Australia,Kalbarri Golf Club ,10-18,Red Women,36,35.5,118
Western Australia,Kambalda Country Club ,18,Red Women,72,70,107
Western Australia,Kambalda Country Club ,18,Blue Men,72,69,111
Western Australia,Kambalda Country Club ,1-9,Blue Men,36,34.5,110
Western Australia,Kambalda Country Club ,10-18,Blue Men,36,34.5,112
Western Australia,Kambalda Country Club ,1-9,Red Women,35,34,104
Western Australia,Kambalda Country Club ,10-18,Red Women,37,35.5,109
Western Australia,Karratha Country Club ,18,Red Women,72,71,110
Western Australia,Karratha Country Club ,18,Blue Men,72,70,110
Western Australia,Karratha Country Club ,1-9,Blue Men,36,34.5,112
Western Australia,Karratha Country Club ,10-18,Blue Men,36,35,108
Western Australia,Karratha Country Club ,1-9,Red Women,36,35,109
Western Australia,Karratha Country Club ,10-18,Red Women,36,36,110
Western Australia,Katanning Country Club ,18,Red Women,72,72,118
Western Australia,Katanning Country Club ,18,Blue Men,72,71,115
Western Australia,Katanning Country Club ,10-18,Red Women,35,35,116
Western Australia,Katanning Country Club ,1-9,Blue Men,37,36.5,116
Western Australia,Katanning Country Club ,10-18,Blue Men,35,34.5,114
Western Australia,Katanning Country Club ,1-9,Red Women,37,37,120
Western Australia,Kellerberrin Golf Club ,18,Red Women,72,71,111
Western Australia,Kellerberrin Golf Club ,18,Blue Men,72,69,106
Western Australia,Kellerberrin Golf Club ,1-9,Blue Men,36,33,98
Western Australia,Kellerberrin Golf Club ,10-18,Blue Men,36,35.5,113
Western Australia,Kellerberrin Golf Club ,1-9,Red Women,35,34.5,104
Western Australia,Kellerberrin Golf Club ,10-18,Red Women,37,37,117
Western Australia,Kendenup Country Club ,18,Red Women,72,70,105
Western Australia,Kendenup Country Club ,18,Blue Men,71,67,102
Western Australia,Kendenup Country Club ,1-9,Blue Men,36,34.5,108
Western Australia,Kendenup Country Club ,10-18,Blue Men,35,33,97
Western Australia,Kendenup Country Club ,1-9,Red Women,37,36,107
Western Australia,Kendenup Country Club ,10-18,Red Women,35,34,103
Western Australia,Kennedy Bay Links ,18,Yellow Men,72,70,128
Western Australia,Kennedy Bay Links ,18,Red Women,72,74,126
Western Australia,Kennedy Bay Links ,18,White Women,72,75,128
Western Australia,Kennedy Bay Links ,18,Black Men,72,73,132
Western Australia,Kennedy Bay Links ,18,Blue Men,72,71,131
Western Australia,Kennedy Bay Links ,1-9,Black Men,36,36.5,135
Western Australia,Kennedy Bay Links ,10-18,Black Men,36,36.5,128
Western Australia,Kennedy Bay Links ,1-9,Blue Men,36,35.5,137
Western Australia,Kennedy Bay Links ,10-18,Blue Men,36,35.5,127
Western Australia,Kennedy Bay Links ,1-9,Yellow Men,36,35,131
Western Australia,Kennedy Bay Links ,10-18,Yellow Men,36,35,124
Western Australia,Kennedy Bay Links ,1-9,Red Women,36,36.5,127
Western Australia,Kennedy Bay Links ,10-18,Red Women,36,36.5,126
Western Australia,Kennedy Bay Links ,1-9,White Women,36,37.5,131
Western Australia,Kennedy Bay Links ,10-18,White Women,36,36.5,126
Western Australia,Kojonup Golf Club ,18,Red Women,72,71,113
Western Australia,Kojonup Golf Club ,18,Blue Men,71,69,112
Western Australia,Kondinin Golf Club ,18,Red Women,72,72,109
Western Australia,Kondinin Golf Club ,18,Blue Men,72,70,108
Western Australia,Kondinin Golf Club ,1-9,Blue Men,36,34.5,111
Western Australia,Kondinin Golf Club ,10-18,Blue Men,36,35,104
Western Australia,Kondinin Golf Club ,1-9,Red Women,36,36,111
Western Australia,Kondinin Golf Club ,10-18,Red Women,36,36,107
Western Australia,Koorda Golf Club ,18,Red Women,72,69,103
Western Australia,Koorda Golf Club ,18,Blue Men,72,68,106
Western Australia,Koorda Golf Club ,1-9,Blue Men,36,34,103
Western Australia,Koorda Golf Club ,10-18,Blue Men,36,34,109
Western Australia,Koorda Golf Club ,1-9,Red Women,36,35,106
Western Australia,Koorda Golf Club ,10-18,Red Women,36,34,100
Western Australia,Kukerin Golf Club ,18,Red Women,72,71,108
Western Australia,Kukerin Golf Club ,18,Blue Men,71,68,106
Western Australia,Kukerin Golf Club ,1-9,Blue Men,35,33,102
Western Australia,Kukerin Golf Club ,10-18,Blue Men,36,35,110
Western Australia,Kukerin Golf Club ,1-9,Red Women,35,34.5,106
Western Australia,Kukerin Golf Club ,10-18,Red Women,37,36.5,110
Western Australia,Kulin Golf Club ,18,Red Women,72,71,111
Western Australia,Kulin Golf Club ,18,Blue Men,72,69,108
Western Australia,Kulin Golf Club ,1-9,Blue Men,36,34.5,108
Western Australia,Kulin Golf Club ,10-18,Blue Men,36,35,108
Western Australia,Kulin Golf Club ,1-9,Red Women,36,35.5,113
Western Australia,Kulin Golf Club ,10-18,Red Women,36,35.5,109
Western Australia,Kweda Golf Club ,18,Red Women,70,70,108
Western Australia,Kweda Golf Club ,18,Blue Men,70,68,104
Western Australia,Kweda Golf Club ,1-9,Blue Men,35,33.5,107
Western Australia,Kweda Golf Club ,10-18,Blue Men,35,34,100
Western Australia,Kweda Golf Club ,1-9,Red Women,35,35,109
Western Australia,Kweda Golf Club ,10-18,Red Women,35,34.5,107
Western Australia,Kwinana Golf Club ,18,Red Women,73,73,121
Western Australia,Kwinana Golf Club ,18,Blue Men,72,73,122
Western Australia,Kwinana Golf Club ,18,White Men,72,71,120
Western Australia,Kwinana Golf Club ,10-18,Blue Men,36,36.5,122
Western Australia,Kwinana Golf Club ,1-9,White Men,36,35,118
Western Australia,Kwinana Golf Club ,10-18,White Men,36,35.5,122
Western Australia,Kwinana Golf Club ,1-9,Red Women,36,36,120
Western Australia,Kwinana Golf Club ,10-18,Red Women,36,36.5,121
Western Australia,Kwinana Golf Club ,1-9,Blue Men,36,36,121
Western Australia,Lake Grace Golf Club ,18,Red Women,72,71,107
Western Australia,Lake Grace Golf Club ,18,Blue Men,72,69,112
Western Australia,Lake Grace Golf Club ,1-9,Blue Men,36,35,111
Western Australia,Lake Grace Golf Club ,10-18,Blue Men,36,33.5,112
Western Australia,Lake Grace Golf Club ,1-9,Red Women,36,36,107
Western Australia,Lake Grace Golf Club ,10-18,Red Women,36,35,106
Western Australia,Lake Karrinyup Country Club ,18,Red Women,74,74,126
Western Australia,Lake Karrinyup Country Club ,Championship,Red Women,74,75,129
Western Australia,Lake Karrinyup Country Club ,18,Blue Men,72,73,130
Western Australia,Lake Karrinyup Country Club ,18,White Men,72,72,129
Western Australia,Lake Karrinyup Country Club ,18,Black Men,72,74,132
Western Australia,Lake Karrinyup Country Club ,North,White Women,62,61,102
Western Australia,Lake Karrinyup Country Club ,North,White Men,62,60,102
Western Australia,Lake Karrinyup Country Club ,18,White Men Temp 2018,67,66,116
Western Australia,Lake Karrinyup Country Club ,18,M,68,68,113
Western Australia,Lake Karrinyup Country Club ,18,Blue Men Temp 2018,67,67,117
Western Australia,Lake Karrinyup Country Club ,18,Blue Men North 2018,62,61,102
Western Australia,Lake Karrinyup Country Club ,18,Red Women North 2018,62,62,103
Western Australia,Lake Karrinyup Country Club ,1-9,Black Men,36,37.5,132
Western Australia,Lake Karrinyup Country Club ,10-18,Black Men,36,37,131
Western Australia,Lake Karrinyup Country Club ,1-9,Blue Men,36,36.5,131
Western Australia,Lake Karrinyup Country Club ,10-18,Blue Men,36,36,129
Western Australia,Lake Karrinyup Country Club ,North 1-9,White Men,31,30,103
Western Australia,Lake Karrinyup Country Club ,North 10-18,Yellow Men,31,29.5,100
Western Australia,Lake Karrinyup Country Club ,1-9,White Men,36,36.5,128
